Goal ID,Goals,Status,Active/Deleted
366200,Develop application for the Incident Response Team that assists in the deployment of assets and operations while on site.,On Track,Deleted
366201,Develop a program that affords other CitDevs the opportunity to attend MS sponsored training as well as professional conferences.,On Track,Deleted
366202,Ensure that Amtrak Citizen Developers are adhering to Standards and Practices established by the CITDEV Business Architect. Make sure that all CD tools available are of the latest version and available to the developers.,On Track,Deleted
366235,Becoming Proficient in my job and getting PMP Certified before my 1yr anniversary. Did not get PMP Certified by 8/22 anniversary. Scheduled for exam on 10/3/23,On Track,Active
366240,New operating procedure at Dodge City when freight trains are tied down on main 1 and #3 is ran against the current of traffic,Completed,Active
366260,"1. Improve Accuracy of forecasting
a. Continue to improve upon developing processes and tools being utilized for the intake of the monthly mechanical acquisition schedules; 
b. Timing and turnaround of intake and analysis to provide real time updating of the forecast to management decision makers
		ii. Output reporting quality to meet industry standards of incoming data; aligning with common practice measures while tailoring to the company needs.
c. Development of timelines that communicate criticality of forecasted risks as needed
d.Develop process for monthly BEI and CEI as repeatable and efficient (applying to vendor level 4 schedules)",On Track,Active
366262,"Grow our Workforce
a. Onboard interns for overall schedule support
b. Assist with interviews and any onboarding assistance and training as needed to support the department growth and success",Not Started,Active
366276,"To improve the onboarding experience for our DT New Hire employees, contractors, interns and hiring managers by improving our existing onboarding program and processes. ",On Track,Active
366277,"Drive Succession Planning and Talent Management to identify successors, key talent and employee development strategies that establish required knowledge, skills, and ability for defined roles. Anticipate potential leadership gaps in skills and development",Completed,Active
366290,"Install and configure internal RedHat repo server.
Configure it to get updates from RedHat.",Completed,Deleted
366298,"Lead, Develop and Design Cyber Fusion Center Reference Architecture",On Track,Active
366301,Govern Security Architecture and Design Reviews to provide cyber architecture support support to Amtrak DT and other stakeholders,On Track,Active
366320,"Those ACs that are ready send to promotion class. ACs that are from the yard and conductor promoted, get them qualified. Two ACs qualified, two ACs are qualifying now and will be done September 8. Then wait for conductor promotion class.
Those already conductor promoted will start September 11.",On Track,Active
366335,"Support CAPD department safety program through a process of risk reduction initiatives, support Amtrak’s “Safety Starts with Me” program and support Engineering’s goal of reducing the FRA reportable injuries ratio. Maintain a safe, clean work environment, complete annual RWP training, and complete biannual AMT II training. Reinforce thirdparty compliance with Amtrak safety requirements and remain injury free.",Completed,Active
366395,"Define SD&O OCM vision, goals, and deliverables by project phases 

a. Note: These are recommended deliverables by phase and would not always be delivered by SD&O OCM for each project. Deliverable ownership may be defined and customized differently for each project in partnership with other OCM teams and the project team as part of the matrixed team design.

b. Define methodology for implementing OCM at scale to support multiple initiatives (with internal SD&O and other departmental sponsors) – core Operations OCM team and additional contract resources required to execute the methodology and complete the deliverables based on each project requirements.",Completed,Active
366396,"Define three different levels of SD&O OCM engagement for projects and associated deliverables and activities for each level.	

a. Define SD&O OCM engagement model with other departments 
b. Collaborate with other departments to get agreement and effective participation in proposed SD&O OCM engagement model",Completed,Active
366398,"Oversee and participate in the planning, design, testing and implementation of the TDR user screens and features migrating from Web WEE into the new Enterprise Project & Portfolio Management (EPPM) system.",Completed,Active
366405,"a.	Maintain FRA Reportable Ratio below 3.45 – everyone should be striving to remain above the blue line on our Friday reporting
b.	100% Compliance with Safety administrative tasks – Monthly/Quarterly tests, SPARTN tests, Safety Blitz, and associated documentation, etc.
c.	Drive Departmental reduction in Operating Rule Violations
d.	Timeliness and accuracy in Incident Reporting",On Track,Active
366407,"a.	Maintain Infrastructurerelated Amtrak Caused Delay below 174 minutes per 10,000 trainmiles
b.	Drive reduction in repeat infrastructure failures 
i.	Complete bridge strike mitigation on two bridges in fy 23.  
ii.	Find & eliminate route cause of all movable bridge failures to prevent repeat failures. 
iii.	Perform PMs to assure reliability of a sump pumps & back up air system in NY.  
iv.	Support Track dept with panel replacement project to clean out drain in North River Tunnels. 
v.	Sound concrete at overhead structures above tracks 121 in NYP facility
vi.	Install pans at known location of leaks over tracks 121 in NYP facility.   
c.	Zero Infrastructurecaused derailments
d.	Support environmental audit goals and participate in audit prep, cleanups, and necessary corrective actions",On Track,Active
366410,To ensure resource allocation and optimization is effectively carried out throughout the Constuction phase.,On Track,Active
366413,Create AACs to update a change to a schedule such as a special event which temporarily adjusts a current schedule.,Completed,Active
366563,"Educate and inform elected officials, policy makers and other stakeholders on Amtrak’s service, key legislative priorities, and how the company is preparing for a new era of passenger rail through: 
      Meet with city leaders in at least 40% of the communities where we have longdistance or statesupported service to build and maintain confidence in Amtrak, our implementation of IIJA, project delivery, and our plans for future growth
       Strengthen our relationships with Congressional district offices and 
      state team to deliver current Amtrak messaging
       Continue to partner with local/statewide rail and transportation 
      advocacy groups and associations to build support for Amtrak priorities",Completed,Active
366580,"Complete an inflation analysis to create an Amtrak specific inflation projection, which will be used for future financial modeling. Ongoing updates to be completed as new information becomes available.",Completed,Active
366752,"Develop change order, revising previous approach to Ivy City Yard Security Enhancements to streamline the exhaustive use of 5 intelligent boards for a single 16 door facility to a single intelligent board. Relative unused equipment will return to stock for use in other projects to recuperate cost of previously lacking design.",Completed,Deleted
366775,Complete initial install of Solution Manager Development System.  This would be installation and patching to SPS16 and basic configuration.,Completed,Active
366791,Successful class completion of 690 on board service new hire employees and 150 customer service representatives for fiscal year 2023.,On Track,Deleted
366896,"1. Increased Responsibility: Strive to take on additional responsibilities and become involved in more complex financial analysis, reporting, and decisionmaking processes. Which can include leading certain financial projects or being trusted with highervalue accounts.

2. Professional Development: Stay updated with industry standards, new accounting regulations, and advancements in financial technology. Regularly attend relevant seminars, workshops, and conferences to enhance my knowledge and skills in accounting and finance.

3. Process Improvements: Identify areas where accounting processes can be streamlined, automated, or made more efficient. Implementing effective systems and procedures can lead to cost savings, increased accuracy, and reduced turnaround time for financial reporting.

4. CrossFunctional Collaboration: Actively seek opportunities to collaborate with other departments such as Finance, Operations, or IT. By understanding their needs and challenges, I can contribute to strategic decisionmaking and provide valuable insight.

5. Continuous Learning: Pursue advanced certifications or further education, such as obtaining a Certified Public Accountant (CPA) designation or a Master's degree in accounting or finance. Enhancing my qualifications will open doors to higherlevel roles and greater career opportunities within the company.

6. 4. Process Improvements: Identify areas where accounting processes can be streamlined, automated, or made more efficient. Implementing effective systems and procedures can lead to cost savings, increased accuracy, and reduced turnaround time for financial reporting.

7. CrossFunctional Collaboration: Actively seek opportunities to collaborate with other departments such as Finance, Operations, or IT. By understanding their needs and challenges, I can contribute to strategic decisionmaking and provide valuable financial insights.

8. Continuous Learning: Pursue advanced certifications or further education, such as obtaining a Certified Public Accountant (CPA) designation or a Master's degree in accounting or finance. Enhancing your qualifications will open doors to higherlevel roles and greater career opportunities within the company.",On Track,Active
366924,SDY Pids Server refresh Deployment,Completed,Active
366940,Complete safety training successfully and continue working in a safe and regulation following manner.,Completed,Active
366943,Advance the Philadelphia redevelopment through approvals for construction.,Completed,Active
366954,"	Leverage Route Planning team expertise  Ryan to help support consist team and assume leadership to help deliver day to day tasks until replacement is in place 
	Lead conversations to build up Service Planning capability to transition Inventory loading from System Operations",On Track,Active
366961,"Drive the talent agenda via succession planning, talent review (bench strength), and continued investments in staff training and certification",On Track,Active
366962,"Evolve the culture by empowering a diverse, inclusive workforce and drive improvement to Employee Engagement based on Employee Engagement Survey results (Strengthen Culture)",On Track,Active
366973,"CORE BA ACCOUNTABILITIES:

1. Working with PM in scheduling project kickoff and periodic checkins
2. Capturing Meeting minutes and Action items for all meetings
3. Requirement Scoping & Documenting Current Vs Future State 
4. Drafting 2.11 document for PLMP process and get requirement sign off from business
5. Q gate : Preparation of test plan and requirement traceability matrix",Completed,Active
366977,"SAFe AGILE TRANSITION:

 SAFe AGILE courses enrollment & certification
 Incorporate JIRA in the projects as a part of SAFe AGILE",Not Started,Active
366979,"Assist with training new ThirdParty Coordinators, contributing process checklists, outlines, and lists developed during my own first year as a TPC.",Completed,Active
366980,"Establish initial contact with all the third parties for the FY23 stations assigned to me:  arrange site visits, research permitting, work with real estate to clarify ownership and responsibility.",Completed,Active
366982,Design & build a better format for the Metrolink Amtrak SharePoint site to provide better access and information to streamline file sharing.,Completed,Active
367104,"Complete SAFe training to learn how to include four primary bodies of knowledge: Agile development, systems thinking, Lean product development, and DevOps in daily activities in order to increase value of a product delivered to the business",Completed,Active
367111,"Summit Safety Audits on Production work groups, Monitor Drive cam video and coach unwanted behaviors, Reduce FRA reportable below  3.45 goal",Completed,Active
367115,Production Boot Camp Hamilton NJ and New England Groton,Completed,Active
367150,Assist with updating the RT GCOR material to better the needs of the employees systemwide.,Completed,Active
367156,"Develop a SharePoint page for the CCT that will house pertinent information, forms, and other documents we use on a daily or occasional basis.",Completed,Active
367157,Developing a new skill outside of my comfort zone that is challenging and keeps my interest. Have begun to learn more about becoming a certified Scrum Master by taking modules via LinkedIn Learning and researching the licensing process. I've also taken an interest in Managerial Accounting and would like to expand my knowledge.,On Track,Active
367182,"Identify & Document Ariba Processes: Work with Buyers, Continuous Improvement Manager, Ariba SME, and other available resources to identify Ariba processes, issues, gaps, and opportunities to optimize prioritized process in FY23. Support documentation of optimized process as basis for WalkMe content development.",Completed,Active
367183,"Taking over the duties for the Warranty Program.  Submitting parts to vendors for the purpose of warranty returns and completion.

Steve is now doing the warranty process.  I know that he was able to create a couple warranty returns on his own.  ",Not Started,Active
367184,"Build WalkMe content:  Using WalkMe's analytic tools and optimized Ariba process documentation, identify critical instructional needs, and develop appropriate WalkMe instructional content to support & improve Procurement's understanding and usage of Ariba to support prioritized processes in FY23.",Completed,Active
367194,The goal is to gather all departments together to come up with a plan for more effective communication in the terminal for a more safe operation.,On Track,Active
367197,"Work on a weekly basis with Marsha and Floneva to review, edit, provide insight in the redesign of the Services and Standards Manual. The objective of the redesign is to simplify and effectively communicate the key service requirements to our Train Service & Onboard Service Employees. Weekly sessions will be held to review each section to better articulate the message.",Completed,Active
367199,"Support the National Employee Uniforms program by participation as a member of the RPF evaluation team. Research employee uniform styles and strategies for airline, car rental, hotel and other hospitality companies in the US and abroad and produce a deck of options and recommendations for potential use by Amtrak.",Completed,Active
367314,Finalize Overall Terms for the VRE NY Avenue Yard MOU,On Track,Active
367315,Finalize Project Initiation (PI) Form 83 for Martins Switch Grant with MARC/MTA,On Track,Active
367316,Finalize Terms for Track A Grant Agreement with MARC/MTA,On Track,Active
367318,Pass and complete a successful Station Audit for Chicago Union Station from Revenue Compliance,Completed,Active
367319,"Complete onboarding activities in order to understand the Amtrak strategy and gain insights on the work of Amtrak teams by reviewing strategy and budget documents, attending trainings and developing an Amtrak network through introductory meetings.",Completed,Active
367352,"Continue to work on communication skills, both verbally and written. Occasionally, I tend to overlook proofreading my own writing. Seeking out a certification course that makes the best since for what I am looking to accomplish,",On Track,Active
367365,Support at least 2 RFE Refresher classes,Completed,Active
367373,Negotiate DSBA Relocation at 405 N King St to support UOC project,On Track,Active
367378,"Develop and implement the Tminus series meetings with the IMCS Production groups, working on the MidAtlantic Division. Begin leading Tminus meetings starting in Q2 FY23. Work directly with Unit Managers to define coordination efforts amongst IMCS and CAPD IPRC teams, working to successfully coordinate both ongoing on upcoming projects.",Completed,Active
367382,"Support HR Compensation initiatives including SubFamilies verification, Section 6 salary increases. Position Description validation and salary alignment to market pricing. Identify critical issues impacting pay for performance and recommend improvements ensuring fair and equitable pay. 
",On Track,Active
367487,Plan Experience Community of Practice,Completed,Deleted
367498,Begin TD220 replacement,On Track,Active
367507,Provide accurate forecast of capital monthly with the goal of being within 10% of forecast on average monthly and completing the year with less than 10% variance to plan. All accruals and forecasts are submitted timely to finance and each team can speak to variances when anomalies occur. Deliver the AOP (expense) on forecast and finish the year 10% below the full year plan. Focus will be on early full year to reduce core month over month against plan.,On Track,Active
367558,Sunset parts of EPI and WebWee Capital Project Support,Completed,Active
367563,Train in and provide independent support for Uniform Guidance annual audit.,Completed,Active
367608,Continue to develop a better understanding of the lease and consent agreements process as it relates to the HTP and partners.,Completed,Active
367610,"Work with project partners to award and mobilize HYCC3, kickoff construction, and begin project oversight.",Completed,Active
367612,Assist all IMCS Departments within the Empire and New York Divisions to achieve the FY ’23 goal of 90 on internal Environmental Compliance Audits by collaborating with management and employees to ensure compliance with applicable regulations is maintained.,On Track,Active
367613,"Link environmental and safety roles by working with all IMCS departments and contractors to ensure that work areas are free of environmental hazards beyond what is typically encountered during operations such as, but not limited to, mold, lead, illegal dumping, biohazardous/infectious waste, air monitoring, and raw sewage.",On Track,Active
367614,Evaluate current compliance practices with multidepartmental teams to identify areas where environmental compliance can be enhanced for IMCS employees,On Track,Active
367618,Support Development of Project Needs and early pipelining to enable fund source planning capability,Completed,Active
367619,"Refine CPPR Process to support portfolio Growth, IIJA and Contingency requirements",Completed,Active
367622,Ensure timely team completion of all required cyber security and other safetyrelated compliance training.,Completed,Active
367623,Ensure that all meetings begin with the required safety briefing.,On Track,Active
367684,Partner with the compliance team to identify and meet FRA deliverables as they relate to change management.,On Track,Active
367699,Support the new AMTFirewall Security team with change managemnt training and access to all available tool access and creation of SOP and training documentation.,On Track,Active
367714,"Technology Forward 

Assist in efforts and maintain continued focus in developing the utilization of technology, specifically the Metrolink confidential site (Power BI, SharePoint, AMIS, etc.) which has been established and maintained to better organize and streamline our numerous technological organizational dealings, reporting and document storage as well as to ensure organization, accessibility, and storage, all of which allows opportunity for our team to better serve our customer (Metrolink).",On Track,Active
367728,Undercutter Playbook,On Track,Active
367753,"Drive an effort to reduce the number of approvals required by a manager when a new resource is onboarded and requires access to the standard SAP support landscape; the landscape contains dozens of systems.  The goal is to reduce the number of approvals required, while still retaining the necessary granularity between each SAP software product landscape.",Completed,Active
367798,"Develop, update and maintain an insurance review log capturing Risk Management’s guidance/decision on contracts being reviewed, to ensure consistent approach to contracts by type, jurisdiction and requirements by 12/31/2023.",On Track,Active
367926,"As manpower is at the utmost importance with a looming shortage and the most amount of student engineers I've ever had, I will strive to maintain the best student engineer training as possible with efficient time management.",On Track,Active
367928,"With the amount of new students I will be directly supervising this year, I will maintain financial accountability with utmost efficiency while qualifying.",On Track,Active
367961,"Applies structured change management methodologies and best practices to existing change plans. Defines the implications and design of new processes for impacted workforce. Develops approaches and strategies for identifying experience expectations of Amtrak employee. Builds out organizational assessment guides, capability surveys, provides feedback, document evaluation and supports the design and delivery of existing org design and change projects.",On Track,Active
368005,Maintain and manage crew bases in area of responsibility for safe & efficient train operations.,Completed,Active
368006,Learn how to use Metrolink/Amtrak CORYS simulators to train student and marked up engineers.,Completed,Active
368010,Work at reducing Metrolink predictive & reactive PTC enforcements by 10% for CY2023.,Completed,Active
368011,Maintain and manage crew bases in area of responsibility for safe & efficient train operations.,Completed,Active
368012,Learn how to use Metrolink/Amtrak CORYS simulators to train student and marked up engineers.,Completed,Active
368013,Work at reducing Metrolink predictive & reactive PTC enforcements by 10% for CY2023.,Completed,Active
368015,Maintain and manage crew bases in area of responsibility for safe & efficient train operations.,Completed,Active
368019,Maintain and manage crew bases in area of responsibility for safe & efficient train operations.,Completed,Active
368020,Design strategic crew couplets for utilization of employees to assist with Metrolink service.,Completed,Active
368021,Perform monthly audits of Conductor delay reports to find discrepancies and repeat mechanical related issues.,Completed,Active
368030,Clean up the file room by removing and storing the records of inactive employees so they are not mixed in with the files of active employees.,Completed,Active
368035,Maintain and manage crewbases in area of responsibility for safe & efficient train operations.,Completed,Active
368036,Perform monthly audits of Conductor delay reports to find discrepancies and repeat mechanical related issues.,Completed,Active
368062,"Work with Internal and External customers to support the needs of the various project and programs (i.e. Gateway, B&P, Transit Agencies, State DOTs, etc.)",On Track,Active
368063,"Be available to Division Personnel for localized maintenance questions, repairs, or safety improvements",On Track,Active
368072,"Performs 8 train rides a month, to ensure the Conductors are performing their duties in accordance with the Metrolink Supplemental Instructions. Make sure that all SPARTAN/TDRS requirement are met monthly. To schedule and complete monthly station observation. To perform 5 delay report audits monthly and to document findings in TDRS. Also, to review delay reports daily in your area of responsibility to ensure accuracy.",Completed,Active
368390,Work with new Road Foreman and new engineers in the crew base get up to speed with MARC equipment and PTC.,Completed,Active
368403,"Feedback mechanism, questions, and metrics",High Risk,Active
368415,"Develop trash/recycle can for Surfliners. The assembly will include hinged flap doors, trashcan inserts, clean out panel, and full frame to securely fasten it the car structure. Will develop a card board version for test fitting first.",On Track,Active
368464,Begin interacting with new hire employees and instructing HANDSON  New Hire Car handling procedures along with Divison Supervisors.,Not Started,Active
364457,"Deliver Budget: OpEx  $20.0M, CapEx  $16.2M (aggregate Cybersecurity budget)",On Track,Active
364458,Continue visible leadership presence and engagement with internal and external partners.,Completed,Active
364459,Continue to build Cybersecurity organization and capabilities according to detailed plan and milestones.,Completed,Active
364460,"Deliver Budget: OpEx  $20.0M, CapEx  $16.2M (aggregate Cybersecurity budget)",Completed,Active
364461,Building core team,Completed,Active
364464,Continually develop and improve the current intern cohort program,On Track,Deleted
364465,"Create trusted relationships with Key Stakeholders (APD, Contact Center, & TCU).

Build Champion Program and incorporate key activities to foster user adoption.",On Track,Active
364468,Begin to develop action plans that specifically take current standardized practices and modify accordingly to increase overall team and personnel efficiency through value based incremental changes,On Track,Active
364470,Build out a change management community of practice.,Not Started,Active
364471,Take self improving courses that will aid in my continuous improvement tactic and implementation as well as take courses I provide or know other managers/PMs are partaking in too,Completed,Active
364472,Complete all mandatory training assigned to you.,On Track,Active
364473,Complete all mandatory training assigned to you.,On Track,Active
364474,Complete all mandatory training assigned to you.,Completed,Active
364475,Complete all mandatory training assigned to you.,On Track,Active
364476,Complete all mandatory training assigned to you.,On Track,Active
364478,"Fully participate in the Customer & Revenue Systems (CRS) SAFe Agile ART as assigned, and obtain the SAFe for Teams certification.",On Track,Active
364479,"Fully participate in the Customer & Revenue Systems (CRS) SAFe Agile ART as assigned, and obtain the SAFe for Teams certification.",On Track,Active
364480,"Fully participate in the Customer & Revenue Systems (CRS) SAFe Agile ART as assigned, and obtain the SAFe for Teams certification.",Completed,Active
364481,"Fully participate in the Customer & Revenue Systems (CRS) SAFe Agile ART as assigned, and obtain the SAFe for Teams certification.",On Track,Active
364482,"Fully participate in the Customer & Revenue Systems (CRS) SAFe Agile ART as assigned, and obtain the SAFe for Teams certification.",On Track,Active
364496,Professional Development  complete at least one (1) external training course on either grants management or railrelated topics,On Track,Deleted
364510,"Remove obstacles prevented major programs from advancing and demonstrate progress against UCM/PIDS 2.0, Onboard WiFi, NEC Gigabit Connectivity Network, and Network Transformation & Convergence, AT&T Managed Services Transition.",Completed,Active
364516,Spend at least one (1) day a month monitoring operation of Amtrak systems and applications to ensure appropriate operation for end user.,On Track,Active
364517,Ensure delivery of strategic initiatives to align with business roadmaps.,On Track,Active
364519,"Enhance outreach programs to engage local, state, and federal partners more effectively",Completed,Active
364520,Utilize CSI scores to evaluate customer perceptions of security performance.,Completed,Active
364521,Completion of an official Microsoft intermediate MDM administrative course.,Completed,Active
364522,Having effective employee communication. Have one on one employee meetings,On Track,Active
364523,Maintain a safe and secure working location. Promote safety audits and safety blitzes,On Track,Active
364524,Complete all weekly team reports on time.,Completed,Active
364526,"Continued communication with employees in my department. through monthly craft/safety meetings and providing employees with real time information and projects for our department. Evolving the team approach to have all employees feel as a valued member, showing leadership while utilizing employees input when it can be utilized and explaining at time when it cant for continued understanding.",Completed,Active
364529,I feel optimistic about the future of Amtrak.  (DST – Patindba Yameogo owner) perceptyx,On Track,Active
364531,Restructure and redevelop employee review program and develop performance productivity metrics.,Completed,Active
364538,Working on miscellaneous CRs as part of the Application Maintenance activities,Completed,Active
364543,"1. Complete testing on assigned tasks, ensuring quality, meeting deadlines and staying within budget. 

	Complete assigned testing with quality; hence, minimal work paper review comments, incomplete test procedures/steps, etc.
	Upload completed testing work papers into the SharePoint/IRM tool
	Share weekly status updates with the assigned team member to report on testing progress against the plan, report and discuss IT findings/issues, etc.",Completed,Active
364545,Work on improving focus and organization to better manage project and task responsibilities.,On Track,Active
364546,Perform field audits with all divisions. Participate in at least 1 field audit per month to address maintenance issues and identify assets nearing the end of life cycle. This information can help populate the 5 year plans for each division.,Completed,Active
364549,"3. Maintain leadership presence and actively engage with both internal and external partners

	Support the Peer Recognition Program by nominating individuals/teams for the reward
	Actively support the internship program and serve as an advisor and/or coach",Completed,Active
364553,"Perform design, documentation, development and testing SAP integration objects in various areas of SAP technical space for successful implementation of EPPM Solution by adapting to best practices that adhere to Amtrak audit and security standards.",Completed,Active
364555,"Observe ongoing C&S training modular courses at Lancaster Signal School to document current practices, ensure effective training and communicate with Senior Leadership to assist in proposing recommendations for improvement.",On Track,Active
364556,I would like to attend the Amtrak LEAD Program,Not Started,Deleted
364557,Continue working to build the Software Configuration Management Plan. Working on assisting field personnel with any questions or concerns with obtaining information or documenting information.,On Track,Active
364558,I want to gain a deeper understanding of Construction Management and different Project Delivery Methods and how the different methods will influence Project Scheduling methodologies and configurations. This alignment will help drive execution of Airo Projects and meet our Program Delivery and Budget golas,Not Started,Deleted
364559,I want to improve my leadership communications within my team and externally with partners and stakeholders. We in the Airo Program Scheduling need to be exceptional communicators within the team dynamic and well as externally. We bring information to decisionmakers and stakerholders to react to .,Not Started,Deleted
364560,"Involve in Business Process analysis, presentation, maintaining SAP technical environment , time estimates, final system designs, development and daily SAP support activities for FY23 Continuous Projects, Business Segmentation Reporting, Appian Funds Management, SAP Funds Management Limit & Sequencing.",On Track,Active
364562,"Perform audits on entire Amtrak system, ensuring C&S personnel are complying with requirements in the AMT 23 & 27, while also auditing all aspects of locations are meeting Amtrak standards.",On Track,Active
364569,"Putting aside 1 on 1 time with the staff to ensure their voices are heard and their situations are validated. Building trust with a direct report can happen in many ways, so identifying what that means to each individual will assist in overall performance.",Completed,Active
364570,Remain diligent on learning new ways to manage.,On Track,Active
364575,Develop an automated methodology to shorten the time that is included in the process to disable mobile devices that has been reported lost/stolen.,Completed,Active
364577,Complete at one Project management class to enhance skills in completion of Business projects assign to my group.,Completed,Active
364578,To develop accurate and detailed estimates for the FY24 budget making sure project managers have the information that shows all costs needed for the fiscal year as well as the entire project completion costs.,Completed,Active
364582,Develop a weekly on call regiment for the team.  The goal is to make sure that we have coverage and responses to all mobile related issues in a timely manner independent of time of day that the issue is reported.,Completed,Active
364587,Contributing with Managing Microsoft Azure Subscriptions Cost,Completed,Active
364589,"Master Data for Org Mgmt
Mastering Excel
Supporting the Design and Implementation for Employee Central
Train with SME for adhoc reporting",On Track,Deleted
364591,"Work with the Legal Department who are looking for a fairly simple solution to automate a process they have of users requesting legal data currently now through email requests; they want to create a new form using MS FORMs to create the form, then transfer that data into a SharePoint list and in that list be able to apply different criteria to that data which would then trigger emails to go to the requestor during the process and after the process has been completed.",Not Started,Deleted
364593,"Support the design and implementation of Employee Central.  This entails participating in the weekly working sessions, data validation, testing, and training.  This will require other team members to assume additional workload (Recruitment, Payroll Errors, Case Mgmt. tickets) to ensure workload is covered.",On Track,Active
364594,Participate in Team's On call duty thorough the year,Completed,Active
364597,Update remaining Procurement contract templates.,Completed,Active
364600,"Complete a full clean up of the MDM intune console

* This effort will continue into next fiscal year.  Due to the nature of the intune portal and the sontact influx of data getting to 100 on this task is difficult.  During the year we did meet quartelty clean up goals, however the portal is not 100% prestine condition*",On Track,Active
364602,"Complete a full clean up of the MDM intune console

This effort will contnue into next fiscal year",On Track,Active
364605,Train with SME to increase my learning with in Excel.,On Track,Active
364606,Conduct trainings for Procurement on liquidated damages and template revisions.,Completed,Active
364610,"from tandem able to send TI program containing all config data, ladder logic, and memory mapping to MBTA filed RTUs replacing the need for pci cards or floppy disk programs ran on a CIC that were needed to recover filed units when program becomes corrupted or lost in power cycling",Completed,Active
364707,"PO past due (total) 50% reduction in past due count, measured by buyer and team on past performance",On Track,Active
364708,PO past due (over 60+ days) 20% reduction in past due count measured by buyer and team by past performance,On Track,Active
364709,Warranty 90% POs open/closed under 60 days,On Track,Active
364711,PR Backlog 90% of PRs converted to POs in under 60 days,On Track,Active
364712,I want to have more accountability and responsibility with MicroStation Connect and ProjectWise within the Signals group. I've had the training for both and want to be responsible in my job for projects using these two software programs.,Not Started,Active
364713,Cost Savings 90% of unsourced procurements are under PPV targets,On Track,Active
364714,To grow as an individual (by getting certification of MBA & Signal school) and with team by participating more in design work.,On Track,Deleted
365435,Develop DEF field guidelines to help prevent noncompliant DEF operations,On Track,Active
365439,Create examples of Work Permits on Power Director Work Permit form NEC85 for New England territory to capture scenarios where work permits would be utilized. Perform stand down with Boston Power Directors to ensure thorough understanding and consistency when issuing work permits to field personnel.,Completed,Active
365444,Create and deliver innovative and diverse learning solutions that advance individual and organizational effectiveness,On Track,Active
365445,Resource team with appropriate talent to deliver the AOP for FY23,Completed,Active
365450,"(Individual Goal) Foster cross functional cooperation and transparency of the Thruway service internally, by maturing the Thruway Review board and delivering accurate financial reporting.",On Track,Active
365451,(Individual Goal) Developing additional data skills to automate Thruway financial and operational reporting.,On Track,Active
365454,"(Thruway Team Goal) Deliver superior support for internal and external stakeholders by managing existing service via seasonal planning activities thereby improving CSI, OTP and revenues. External efforts will center around monthly Carrier Meetings, while internal focus will be Thruway Level of Ops,  and Seasonal Planning Integration.",On Track,Active
365469,"Research, develop strategy, and provide recommendations to attract Gen Z riders 

Conduct extensive research to understand the needs, preferences, and behaviors or Gen Z riders ( i.e. review relevant data and market trends, conduct surveys and analyze competitor strategies)

Utilize insight from research to develop a Gen Z targeted strategy taking into account the various factors (i.e. marketing, brand positioning, customer experience, and technology)

Provide recommendations from findings including specific tactics and strategies  

Support implementation of strategies and work closely with cross functional teams to ensure the plan is executed effectively",On Track,Active
365486,Refinement of planning inputs for increased collaboration with ICT Team.,On Track,Active
365490,"Analyze, propose and implement more simple Pricing offerings.",Completed,Active
365526,"Develop, manage, and administer the Utility Management’s Annual Audit program that provides a detailed review of ALL electric propulsion invoices, which in total exceed $100M annually.",Completed,Active
365545,Attend and present at the quarterly Disability Community meetings with presentations on more complex projects.,Completed,Active
365565,"Create Auto assignment Incidents (Recorded Producer Items) through Amtrak’s Service Portal
Action: Identify/Gather requirements/Implement",On Track,Active
